award_id	store_id	選定元	選定シリーズ	ランク・区分	公式ジャンル	年度	地域区分	掲載名	掲載時地域	出典URL	出典確認日	照合状態	備考
HYK2020-0094	FOD-0914	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	エディアールベーカリー 新宿本店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 94/100 / Tabelog ID 13012061
HYK2020-0095	FOD-0915	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ユヌクレ	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 95/100 / Tabelog ID 13132250
HYK2020-0096	FOD-0916	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ヒンメル	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 96/100 / Tabelog ID 13048813
HYK2020-0097	FOD-0917	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	金麦	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 97/100 / Tabelog ID 13005477
HYK2020-0098	FOD-0918	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	カーラ・アウレリア 大丸東京店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 98/100 / Tabelog ID 13044993
HYK2020-0099	FOD-0919	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	ブーランジェリーブルディガラ 広尾店	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 99/100 / Tabelog ID 13000523
HYK2020-0100	FOD-0920	食べログ	食べログ 百名店	百名店	パン	2020	TOKYO	テコナ　ベーグルワークス	東京都	https://award.tabelog.com/hyakumeiten/bread_tokyo/2020	46232	店舗照合済	食べログ パン TOKYO 百名店 2020 / 公式掲載順 100/100 / Tabelog ID 13061492
HYK2020-0101	FOD-0921	食べログ	食べログ 百名店	百名店	パン	2020	EAST	フランスベ－カリー	長野県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 1/100 / Tabelog ID 20000200
HYK2020-0102	FOD-0922	食べログ	食べログ 百名店	百名店	パン	2020	EAST	カマクラ 24セッキ	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 2/100 / Tabelog ID 14040510
HYK2020-0103	FOD-0923	食べログ	食べログ 百名店	百名店	パン	2020	EAST	Boulangerie Queue	千葉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 3/100 / Tabelog ID 12021059
HYK2020-0104	FOD-0924	食べログ	食べログ 百名店	百名店	パン	2020	EAST	テトラ コンタ	愛知県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 4/100 / Tabelog ID 23037293
HYK2020-0105	FOD-0925	食べログ	食べログ 百名店	百名店	パン	2020	EAST	boulangerie Matsuoka	埼玉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 5/100 / Tabelog ID 11003805
HYK2020-0106	FOD-0926	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ウチキパン	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 6/100 / Tabelog ID 14001139
HYK2020-0107	FOD-0927	食べログ	食べログ 百名店	百名店	パン	2020	EAST	テーラ・テール	愛知県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 7/100 / Tabelog ID 23050735
HYK2020-0108	FOD-0928	食べログ	食べログ 百名店	百名店	パン	2020	EAST	トツゼン ベーカーズ キッチン	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 8/100 / Tabelog ID 14004443
HYK2020-0109	FOD-0929	食べログ	食べログ 百名店	百名店	パン	2020	EAST	エスプラン	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 9/100 / Tabelog ID 14012214
HYK2020-0110	FOD-0930	食べログ	食べログ 百名店	百名店	パン	2020	EAST	穂の香 あざみ野	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 10/100 / Tabelog ID 14011303
HYK2020-0111	FOD-0931	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ココペライ	北海道	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 11/100 / Tabelog ID 1008888
HYK2020-0112	FOD-0932	食べログ	食べログ 百名店	百名店	パン	2020	EAST	nichinichi	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 12/100 / Tabelog ID 14065922
HYK2020-0113	FOD-0933	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ブランジェリー ラ・フォンティヌ・ドゥ・ルルド	北海道	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 13/100 / Tabelog ID 1007040
HYK2020-0114	FOD-0064	食べログ	食べログ 百名店	百名店	パン	2020	EAST	福田パン 長田町本店	岩手県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 14/100 / Tabelog ID 3001022
HYK2020-0115	FOD-0934	食べログ	食べログ 百名店	百名店	パン	2020	EAST	シャン ド ブレ	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 15/100 / Tabelog ID 14004229
HYK2020-0116	FOD-0935	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ベルテコ	埼玉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 16/100 / Tabelog ID 11003447
HYK2020-0117	FOD-0936	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ムール ア ラ ムール	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 17/100 / Tabelog ID 14035775
HYK2020-0118	FOD-0937	食べログ	食べログ 百名店	百名店	パン	2020	EAST	セテュヌ ボンニデー	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 18/100 / Tabelog ID 14053039
HYK2020-0119	FOD-0938	食べログ	食べログ 百名店	百名店	パン	2020	EAST	おかめや 工場直販店	北海道	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 19/100 / Tabelog ID 1025633
HYK2020-0120	FOD-0939	食べログ	食べログ 百名店	百名店	パン	2020	EAST	エコモ ベーカリー ヨコハマ モトマチ	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 20/100 / Tabelog ID 14059688
HYK2020-0121	FOD-0940	食べログ	食べログ 百名店	百名店	パン	2020	EAST	VANITOY BAGEL 蔵づくり本店	埼玉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 21/100 / Tabelog ID 11003096
HYK2020-0122	FOD-0941	食べログ	食べログ 百名店	百名店	パン	2020	EAST	麦音	北海道	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 22/100 / Tabelog ID 1021428
HYK2020-0123	FOD-0942	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ブレッド＆サーカス	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 23/100 / Tabelog ID 14004024
HYK2020-0124	FOD-0943	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ドーレ	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 24/100 / Tabelog ID 14000421
HYK2020-0125	FOD-0944	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ベーカリー＆テーブル 東府や	静岡県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 25/100 / Tabelog ID 22021103
HYK2020-0126	FOD-0945	食べログ	食べログ 百名店	百名店	パン	2020	EAST	Petit Riche	埼玉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 26/100 / Tabelog ID 11024415
HYK2020-0127	FOD-0946	食べログ	食べログ 百名店	百名店	パン	2020	EAST	zacro	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 27/100 / Tabelog ID 14012394
HYK2020-0128	FOD-0947	食べログ	食べログ 百名店	百名店	パン	2020	EAST	天然酵母パン工房 KIBIYAベーカリー 段葛店	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 28/100 / Tabelog ID 14004671
HYK2020-0129	FOD-0948	食べログ	食べログ 百名店	百名店	パン	2020	EAST	プルクワ	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 29/100 / Tabelog ID 14004623
HYK2020-0130	FOD-0949	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ポンレヴェック	愛知県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 30/100 / Tabelog ID 23003662
HYK2020-0131	FOD-0950	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ベーグルショップ vivant	埼玉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 31/100 / Tabelog ID 11003565
HYK2020-0132	FOD-0951	食べログ	食べログ 百名店	百名店	パン	2020	EAST	オープンオーブン	千葉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 32/100 / Tabelog ID 12000978
HYK2020-0133	FOD-0952	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ブーランジェリー オンニ	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 33/100 / Tabelog ID 14060669
HYK2020-0134	FOD-0953	食べログ	食べログ 百名店	百名店	パン	2020	EAST	前田パン	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 34/100 / Tabelog ID 14041192
HYK2020-0135	FOD-0954	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ブレドール	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 35/100 / Tabelog ID 14002514
HYK2020-0136	FOD-0955	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ペニー・レイン 那須店	栃木県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 36/100 / Tabelog ID 9000301
HYK2020-0137	FOD-0956	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ダヴィッド パン	茨城県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 37/100 / Tabelog ID 8000928
HYK2020-0138	FOD-0957	食べログ	食べログ 百名店	百名店	パン	2020	EAST	nico	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 38/100 / Tabelog ID 14054459
HYK2020-0139	FOD-0958	食べログ	食べログ 百名店	百名店	パン	2020	EAST	アサカベーカリー 本町店	埼玉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 39/100 / Tabelog ID 11006122
HYK2020-0140	FOD-0959	食べログ	食べログ 百名店	百名店	パン	2020	EAST	エグ・ヴィヴ	北海道	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 40/100 / Tabelog ID 1004949
HYK2020-0141	FOD-0960	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ラ ベルコリーヌ	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 41/100 / Tabelog ID 14000431
HYK2020-0142	FOD-0961	食べログ	食べログ 百名店	百名店	パン	2020	EAST	アドゥマン	宮城県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 42/100 / Tabelog ID 4012831
HYK2020-0143	FOD-0962	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ブーランジェリー エス	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 43/100 / Tabelog ID 14008269
HYK2020-0144	FOD-0963	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ルヴァン 信州上田店	長野県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 44/100 / Tabelog ID 20000537
HYK2020-0145	FOD-0964	食べログ	食べログ 百名店	百名店	パン	2020	EAST	オンザディッシュ	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 45/100 / Tabelog ID 14041169
HYK2020-0146	FOD-0965	食べログ	食べログ 百名店	百名店	パン	2020	EAST	アーブル	埼玉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 46/100 / Tabelog ID 11022163
HYK2020-0147	FOD-0966	食べログ	食べログ 百名店	百名店	パン	2020	EAST	人舟	千葉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 47/100 / Tabelog ID 12001352
HYK2020-0148	FOD-0967	食べログ	食べログ 百名店	百名店	パン	2020	EAST	mbs 46.7	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 48/100 / Tabelog ID 14042523
HYK2020-0149	FOD-0968	食べログ	食べログ 百名店	百名店	パン	2020	EAST	中屋パン	愛知県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 49/100 / Tabelog ID 23004452
HYK2020-0150	FOD-0969	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ラフォレ・エ・ラターブル	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 50/100 / Tabelog ID 14050307
HYK2020-0151	FOD-0970	食べログ	食べログ 百名店	百名店	パン	2020	EAST	cimai	埼玉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 51/100 / Tabelog ID 11012294
HYK2020-0152	FOD-0971	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ベッカライサカツジ	埼玉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 52/100 / Tabelog ID 11034449
HYK2020-0153	FOD-0972	食べログ	食べログ 百名店	百名店	パン	2020	EAST	川越ベーカリー 楽楽	埼玉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 53/100 / Tabelog ID 11005320
HYK2020-0154	FOD-0973	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ラパン ノワール くろうさぎ	埼玉県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 54/100 / Tabelog ID 11003478
HYK2020-0155	FOD-0974	食べログ	食べログ 百名店	百名店	パン	2020	EAST	ブーランジェリー 14区	神奈川県	https://award.tabelog.com/hyakumeiten/bread_east/2020	46232	店舗照合済	食べログ パン EAST 百名店 2020 / 公式掲載順 55/100 / Tabelog ID 14049332
