HYK2021-0098	13103897	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	キュル・ド・サック	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 98/100）
HYK2021-0099	23040138	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	ビストロ横丁	愛知県	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 99/100）
HYK2021-0100	13020679	食べログ	ビストロ 百名店	百名店	ビストロ	2021	全国	クレッソニエール	東京都	https://award.tabelog.com/hyakumeiten/bistro/2021	46232	店舗照合済	2021年百名店公式選出（ビストロ 百名店 全国・公式掲載順 100/100）
HYK2021-0101	26000068	食べログ	カフェ 百名店	百名店	カフェ	2021	全国	松之助 京都本店	京都府	https://award.tabelog.com/hyakumeiten/cafe/2021	46232	店舗照合済	2021年百名店公式選出（カフェ 百名店 全国・公式掲載順 1/100）
HYK2021-0102	13152670	食べログ	カフェ 百名店	百名店	カフェ	2021	全国	文明堂カフェ	東京都	https://award.tabelog.com/hyakumeiten/cafe/2021	46232	店舗照合済	2021年百名店公式選出（カフェ 百名店 全国・公式掲載順 2/100）
HYK2021-0103	13140156	食べログ	カフェ 百名店	百名店	カフェ	2021	全国	Paul Bassett 渋谷ヒカリエ ＳｈiｎＱｓ 東横のれん街店	東京都	https://award.tabelog.com/hyakumeiten/cafe/2021	46232	店舗照合済	2021年百名店公式選出（カフェ 百名店 全国・公式掲載順 3/100）
HYK2021-0104	13126204	食べログ	カフェ 百名店	百名店	カフェ	2021	全国	自家焙煎珈琲みじんこ	東京都	https://award.tabelog.com/hyakumeiten/cafe/2021	46232	店舗照合済	2021年百名店公式選出（カフェ 百名店 全国・公式掲載順 4/100）
HYK2021-0105	17000060	食べログ	カフェ 百名店	百名店	カフェ	2021	全国	一笑	石川県	https://award.tabelog.com/hyakumeiten/cafe/2021	46232	店舗照合済	2021年百名店公式選出（カフェ 百名店 全国・公式掲載順 5/100）
HYK2021-0106	20000151	食べログ	カフェ 百名店	百名店	カフェ	2021	全国	万平ホテル カフェテラス	長野県	https://award.tabelog.com/hyakumeiten/cafe/2021	46232	店舗照合済	2021年百名店公式選出（カフェ 百名店 全国・公式掲載順 6/100）
HYK2021-0107	13017226	食べログ	カフェ 百名店	百名店	カフェ	2021	全国	オー バカナル 紀尾井町	東京都	https://award.tabelog.com/hyakumeiten/cafe/2021	46232	店舗照合済	2021年百名店公式選出（カフェ 百名店 全国・公式掲載順 7/100）
